name,address,price,foot,footprice,district,"tag"
高樂花園1座高層A室,干諾道西155號,800,340,23529,堅尼地城西營盤,"分層單位
大廈"
浚峯低層A室,爹核士街11號,1280,545,23486,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
曉譽中層B室,加倫臺36號,1120,477,23480,堅尼地城西營盤,"分層單位
大廈"
尚嶺中層A室,山道100號,720,307,23452,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
泓都3座高層K室,爹核士街8號,1128,482,23402,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
ImperialKennedy低層A室,卑路乍街68號,1300,558,23297,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
雍翠臺1座高層B室,必列者士街18號,920,395,23291,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
天台"
帝后華庭3座中層C室,皇后街1號,1140,490,23265,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
眀徳山低層F室,西邊街38號,820,353,23229,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
懿山低層B室,第二街116-118號,888,384,23125,堅尼地城西營盤,"分層單位
大廈
露台
平台"
華冠大廈中層B室,荷李活道181-199號,600,260,23076,堅尼地城西營盤,"分層單位
大廈"
荷李活華庭B座低層C室,皇后大道中268號,1450,631,22979,堅尼地城西營盤,"分層單位
大廈"
雍翠臺1座中層A室,必列者士街18號,875,381,22965,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
高樂花園1座中層A室,干諾道西155號,780,340,22941,堅尼地城西營盤,"分層單位
大廈"
傲翔灣畔低層A室,域多利道86號,1200,524,22900,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
御林豪庭中層C室,裕林臺8號,810,354,22881,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
高逸華軒中層B室,堅彌地城新海旁28號,1030,451,22838,堅尼地城西營盤,"分層單位
大廈"
泓都2座中層D室,堅尼地城新海旁街38號,1100,482,22821,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
荷李活華庭A座高層E室,皇后大道中268號,1800,790,22784,堅尼地城西營盤,"分層單位
大廈
天台"
雍翠臺2座高層C室,必列者士街18號,855,376,22739,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
綠意居高層B室,卑路乍街26號,900,396,22727,堅尼地城西營盤,"分層單位
大廈"
盈峰一號低層A室,和風街1號,1700,750,22666,堅尼地城西營盤,"分層單位
大廈"
泓都3座高層D室,爹核士街8號,1200,530,22641,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
普頓臺高層C室,德輔道西88號,1100,488,22540,堅尼地城西營盤,"分層單位
大廈"
嘉輝花園A座高層7室,士美非路77號,590,262,22519,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
翰林軒2座中層A室,蒲飛路23號,900,401,22443,堅尼地城西營盤,"分層單位
大廈"
盈峰一號低層D室,和風街1號,900,401,22443,堅尼地城西營盤,"分層單位
大廈"
家樂花園低層A室,皇后大道西128號,668,298,22416,堅尼地城西營盤,"分層單位
大廈"
娛安樓低層A室,吉席街78-86號,650,290,22413,堅尼地城西營盤,"分層單位
大廈"
帝后華庭1座中層E室,皇后街1號,880,393,22391,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
康威花園A座高層1室,新街市街8號,950,425,22352,堅尼地城西營盤,"分層單位
大廈"
帝后華庭2座低層C室,皇后街1號,718,322,22298,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
尚嶺低層D室,山道100號,680,305,22295,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
EightSouthLane低層E室,南里8-12號,680,305,22295,堅尼地城西營盤,"分層單位
大廈
連租約"
泓都3座中層D室,爹核士街8號,1180,530,22264,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
嘉輝花園C座高層3室,士美非路73號,698,314,22229,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
高陞軒低層A室,高陞街38-40號,480,216,22222,堅尼地城西營盤,"分層單位
大廈
露台"
利豐大廈高層A室,皇后大道中315-319號,800,360,22222,堅尼地城西營盤,"分層單位
大廈"
嘉輝花園B座中層7室,士美非路75號,580,262,22137,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
高樂花園2座高層A室,干諾道西155號,750,340,22058,堅尼地城西營盤,"分層單位
大廈"
永祥大廈高層B室,西邊街19-29號,600,273,21978,堅尼地城西營盤,"分層單位
大廈"
怡豐閣高層H室,第三街101號,960,438,21917,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
天台"
瑧璈中層F室,德輔道西321號,650.1,297,21888,堅尼地城西營盤,"分層單位
大廈"
康威花園B座高層1室,新街市街8號,930,425,21882,堅尼地城西營盤,"分層單位
大廈"
帝后華庭1座中層J室,皇后街1號,860,393,21882,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
泓都3座低層B室,爹核士街8號,1350,619,21809,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
順景雅庭低層A室,太平山街38號,800,367,21798,堅尼地城西營盤,"分層單位
大廈"
帝后華庭2座低層C室,皇后街1號,698,322,21677,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
持平大廈高層A室,厚和街38號,530,245,21632,堅尼地城西營盤,"分層單位
大廈"
曉山閣中層E室,山道28號,668,309,21618,堅尼地城西營盤,"分層單位
大廈"
荷李活華庭A座高層D室,皇后大道中268號,1650,764,21596,堅尼地城西營盤,"分層單位
大廈"
裕新大廈1座低層D室,第二街68-80號,760,354,21468,堅尼地城西營盤,"分層單位
大廈"
盈峰一號低層D室,和風街1號,860,401,21446,堅尼地城西營盤,"分層單位
大廈"
帝后華庭3座中層G室,皇后街1號,1070,499,21442,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
高逸華軒低層K室,堅彌地城新海旁28號,930,434,21428,堅尼地城西營盤,"分層單位
大廈"
金豪閣高層A室,卑路乍街144-148號,520,244,21311,堅尼地城西營盤,"分層單位
大廈"
家樂花園中層C室,皇后大道西128號,635,298,21308,堅尼地城西營盤,"分層單位
大廈"
順景雅庭高層B室,太平山街38號,780,367,21253,堅尼地城西營盤,"分層單位
大廈"
盈基花園寶龍閣(1座)高層B室,山市街34號,800,377,21220,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
翰林軒2座中層A室,蒲飛路23號,850,401,21197,堅尼地城西營盤,"分層單位
大廈"
翰林軒1座高層A室,蒲飛路23號,850,401,21197,堅尼地城西營盤,"分層單位
大廈"
海怡花園2座高層2室,吉席街2號,800,378,21164,堅尼地城西營盤,"分層單位
大廈"
尚賢居低層F室,士丹頓街72號,1200,567,21164,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
荷李活華庭B座低層B室,皇后大道中268號,1300,615,21138,堅尼地城西營盤,"分層單位
大廈
平台"
龍翔花園高層C室,堅彌地城海旁26號,780,369,21138,堅尼地城西營盤,"分層單位
大廈"
大安臺8號低層B室,大安臺8號,700,333,21021,堅尼地城西營盤,"分層單位
大廈"
泓都3座低層E室,爹核士街8號,990,471,21019,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
雍翠臺1座中層B室,必列者士街18號,830,395,21012,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
翰林軒2座中層D室,蒲飛路23號,975,464,21012,堅尼地城西營盤,"分層單位
大廈"
啟發大廈高層D室,荷李活道160-168號,430,205,20975,堅尼地城西營盤,"分層單位
大廈"
高樂花園3座高層D室,干諾道西155號,650,310,20967,堅尼地城西營盤,"分層單位
大廈"
翰林軒2座低層F室,蒲飛路23號,840,401,20947,堅尼地城西營盤,"分層單位
大廈"
翰林軒1座低層A室,蒲飛路23號,838,401,20897,堅尼地城西營盤,"分層單位
大廈"
加惠臺1座中層C室,加惠民道29號,968,464,20862,堅尼地城西營盤,"分層單位
大廈"
文豪花園低層C室,山市街15號,798,384,20781,堅尼地城西營盤,"分層單位
大廈"
盈峰一號低層C室,和風街1號,1100,530,20754,堅尼地城西營盤,"分層單位
大廈"
恆裕大廈低層A室,加多近街45-55號,550,265,20754,堅尼地城西營盤,"分層單位
大廈"
廣豐台1座低層B室,第三街163號,1498,723,20719,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
光前大廈1座低層C室,德輔道西351號,590,285,20701,堅尼地城西營盤,"分層單位
大廈
平台"
翰林軒2座中層F室,蒲飛路23號,830,401,20698,堅尼地城西營盤,"分層單位
大廈"
加惠臺2座中層C室,加惠民道29號,960,464,20689,堅尼地城西營盤,"分層單位
大廈"
廣豐台2座中層A室,第三街163號,930,450,20666,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
南里壹號低層5室,南里1號,438,212,20660,堅尼地城西營盤,"分層單位
大廈"
怡豐閣高層G室,第三街101號,730,354,20621,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
泓都3座低層E室,爹核士街8號,970,471,20594,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
高樂花園3座中層A室,干諾道西155號,700,340,20588,堅尼地城西營盤,"分層單位
大廈"
高雅閣低層G室,高街9號,640,311,20578,堅尼地城西營盤,"分層單位
大廈"
御林豪庭低層A室,裕林臺8號,775,377,20557,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
俊庭居中層D室,皇后大道西356號,600,292,20547,堅尼地城西營盤,"分層單位
大廈"
豐逸大廈高層A室,第三街38-40號,540,263,20532,堅尼地城西營盤,"分層單位
大廈"
金豪閣高層C室,卑路乍街144-148號,500,244,20491,堅尼地城西營盤,"分層單位
大廈"
瑧璈低層A室,德輔道西321號,1000,488,20491,堅尼地城西營盤,"分層單位
大廈
露台"
加惠臺1座高層F室,加惠民道29號,950,464,20474,堅尼地城西營盤,"分層單位
大廈"
聚賢逸居中層B室,卑路乍街163號,530,259,20463,堅尼地城西營盤,"分層單位
大廈"
高陞軒低層B室,高陞街38-40號,450,220,20454,堅尼地城西營盤,"分層單位
大廈
露台"
翰林軒1座低層A室,蒲飛路23號,820,401,20448,堅尼地城西營盤,"分層單位
大廈"
翰林軒1座高層A室,蒲飛路23號,820,401,20448,堅尼地城西營盤,"分層單位
大廈"
順景雅庭中層A室,太平山街38號,750,367,20435,堅尼地城西營盤,"分層單位
大廈"
薈臻低層A室,桂香街1號,670,328,20426,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
嘉輝花園A座高層7室,士美非路77號,535,262,20419,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
域多利道60號中層C室,域多利道60號,1150,564,20390,堅尼地城西營盤,"分層單位
大廈"
帝后華庭1座低層B室,皇后街1號,1050,516,20348,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
泓都1座低層C室,堅尼地城新海旁街38號,1000,492,20325,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
永祥大廈中層C室,西邊街19-29號,599,295,20305,堅尼地城西營盤,"分層單位
大廈"
順景雅庭低層C室,太平山街38號,800,394,20304,堅尼地城西營盤,"分層單位
大廈"
嘉輝花園B座中層5室,士美非路75號,448,221,20271,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
綠意居高層B室,卑路乍街26號,800,396,20202,堅尼地城西營盤,"分層單位
大廈"
裕利大廈中層G室,樂古道68號,525,260,20192,堅尼地城西營盤,"分層單位
大廈"
昌裕大廈高層A室,北街13-19號,510,253,20158,堅尼地城西營盤,"分層單位
大廈"
美菲閣2座低層A室,士美非路43號,700,348,20114,堅尼地城西營盤,"分層單位
大廈"
盈基花園太白閣(2座)中層D室,山市街34號,968,482,20082,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
暢園高層A室(14號),醫院道14-16號,1480,737,20081,堅尼地城西營盤,"分層單位
大廈
露台
車位"
澤安閣高層D室,堅彌地城海旁6-8號,980,488,20081,堅尼地城西營盤,"分層單位
大廈"
光前大廈2座中層A室,干諾道西185號,560,279,20071,堅尼地城西營盤,"分層單位
大廈"
順昌大廈中層C室,厚和街20-34號,650,324,20061,堅尼地城西營盤,"分層單位
大廈"
綠意居低層B室,卑路乍街26號,798,399,20000,堅尼地城西營盤,"分層單位
大廈"
翡翠閣A座高層3室,堅彌地城海旁48-49號,480,240,20000,堅尼地城西營盤,"分層單位
大廈
平台"
康和花園中層A室,第三街83號,615,308,19967,堅尼地城西營盤,"分層單位
大廈"
再輝大廈高層B室,卑路乍街16-18號,838,420,19952,堅尼地城西營盤,"分層單位
大廈"
堅城中心低層H室,堅彌地城海旁38號,950,477,19916,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
怡景苑G室,青蓮臺7-8號,448,225,19911,堅尼地城西營盤,"分層單位
大廈"
得利大廈中層3室,皇后大道西270-280號,400,201,19900,堅尼地城西營盤,"分層單位
大廈"
新佳大廈高層A室,新街2A-8號,720,362,19889,堅尼地城西營盤,"分層單位
大廈
天台"
嘉輝花園B座高層7室,士美非路75號,520,262,19847,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
泓都3座低層D室,爹核士街8號,1050,530,19811,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
泓都1座低層D室,堅尼地城新海旁街38號,930,470,19787,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
澤安閣高層C室,堅彌地城海旁6-8號,728,368,19782,堅尼地城西營盤,"分層單位
大廈"
康威花園B座中層6室,新街市街8號,750,380,19736,堅尼地城西營盤,"分層單位
大廈"
山景園B座低層7室,山道72號,2800,1419,19732,堅尼地城西營盤,"分層單位
大廈"
昌寧大廈高層8室,干諾道西162-164A號,588,298,19731,堅尼地城西營盤,"分層單位
大廈"
高雅閣低層E室,高街9號,720,365,19726,堅尼地城西營盤,"分層單位
大廈"
慧華閣低層C室,士美非路12R號,678,344,19709,堅尼地城西營盤,"分層單位
大廈"
華冠大廈高層D室,荷李活道181-199號,520,264,19696,堅尼地城西營盤,"分層單位
大廈"
荷李活華庭B座高層H室,皇后大道中268號,1488,756,19682,堅尼地城西營盤,"分層單位
大廈"
光前大廈2座中層C室,干諾道西185號,560,285,19649,堅尼地城西營盤,"分層單位
大廈"
翠荷苑高層A室,青蓮臺11號,688,351,19601,堅尼地城西營盤,"分層單位
大廈
天台"
俊陞華庭中層C室,高陞街68-82號,900,460,19565,堅尼地城西營盤,"分層單位
大廈"
碧華閣中層3室,德輔道西464-464D號,650,333,19519,堅尼地城西營盤,"分層單位
大廈"
澤安閣高層B室,堅彌地城海旁6-8號,718,368,19510,堅尼地城西營盤,"分層單位
大廈"
嘉輝花園A座中層3室,士美非路77號,550,282,19503,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
五福大廈A座低層6室,北街4-8號,780,400,19500,堅尼地城西營盤,"分層單位
大廈
平台"
益豐花園B座高層A室,堅彌地城海旁20號,910,467,19486,堅尼地城西營盤,"分層單位
大廈"
加惠臺2座中層A室,加惠民道29號,1250,642,19470,堅尼地城西營盤,"分層單位
大廈"
域多利道60號中層A室,域多利道60號,1100,565,19469,堅尼地城西營盤,"分層單位
大廈"
高樂花園3座中層G室,干諾道西155號,650,334,19461,堅尼地城西營盤,"分層單位
大廈"
翰林軒1座低層A室,蒲飛路23號,780,401,19451,堅尼地城西營盤,"分層單位
大廈"
海怡花園3座高層D室,北街21號,750,386,19430,堅尼地城西營盤,"分層單位
大廈"
興泰大廈高層B室,干諾道西139-140號,600,310,19354,堅尼地城西營盤,"分層單位
大廈"
富山苑中層B室,山道61-69號,690,357,19327,堅尼地城西營盤,"分層單位
大廈"
俊陞華庭低層A室,高陞街68-82號,1190,616,19318,堅尼地城西營盤,"分層單位
大廈"
大新閣低層A室,卑路乍街3-3A號,1128,584,19315,堅尼地城西營盤,"分層單位
大廈
平台"
高雅閣高層F室,高街9號,600,311,19292,堅尼地城西營盤,"分層單位
大廈"
高雅閣中層H室,高街9號,920,477,19287,堅尼地城西營盤,"分層單位
大廈"
ManhattanAvenue低層2室,皇后大道中253-265號,800,415,19277,堅尼地城西營盤,"分層單位
大廈"
華利樓高層E室,皇后大道西210-218號,500,260,19230,堅尼地城西營盤,"分層單位
大廈"
祺安大廈低層D室,荷李活道198-202號,525,273,19230,堅尼地城西營盤,"分層單位
大廈"
嘉輝花園A座中層1室,士美非路77號,540,281,19217,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
恆興樓中層A室,福壽里2號,550,286,19209,堅尼地城西營盤,"分層單位
大廈"
金荷大廈中層B室,荷李活道157-163號,580,302,19205,堅尼地城西營盤,"分層單位
大廈"
加惠臺1座低層A室,加惠民道29號,1230,642,19158,堅尼地城西營盤,"分層單位
大廈"
加惠臺2座中層A室,加惠民道29號,1230,642,19158,堅尼地城西營盤,"分層單位
大廈"
嘉輝花園A座低層2室,士美非路77號,538,281,19145,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
東蔚苑低層C室,皇后大道西419G號,608,318,19119,堅尼地城西營盤,"分層單位
大廈"
豪景臺低層E室,四方街26號,748,392,19081,堅尼地城西營盤,"分層單位
大廈"
萬林閣中層A室,薄扶林道36-46號,780,409,19070,堅尼地城西營盤,"分層單位
大廈"
毓明閣2座高層A室,第三街202號,780,410,19024,堅尼地城西營盤,"分層單位
大廈"
賴恩樓高層E室,皇后大道西42-56號,500,263,19011,堅尼地城西營盤,"分層單位
大廈"
雍翠臺2座低層B室,必列者士街18號,750,395,18987,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
順安大廈低層B室,山市街2號,670,353,18980,堅尼地城西營盤,"分層單位
大廈"
仁信大廈高層C室,第三街142-150號,455,240,18958,堅尼地城西營盤,"分層單位
大廈"
榮華閣2座高層C室,榮華臺9-10號,2000,1056,18939,堅尼地城西營盤,"分層單位
大廈"
暢園低層B室(16號),醫院道14-16號,1450,767,18904,堅尼地城西營盤,"分層單位
大廈
露台
車位"
文光閣高層A室,士美非路12號,688,364,18901,堅尼地城西營盤,"分層單位
大廈"
豐盛大廈高層C室,干諾道西168號,738,391,18874,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
高樂花園1座低層F室,干諾道西155號,630,334,18862,堅尼地城西營盤,"分層單位
大廈"
普頓臺低層D室,德輔道西88號,920,488,18852,堅尼地城西營盤,"分層單位
大廈"
南昌大廈高層B室,山道48-52號,630,335,18805,堅尼地城西營盤,"分層單位
大廈"
新成大廈低層C室,皇后大道西27-39號,690,367,18801,堅尼地城西營盤,"分層單位
大廈"
興泰大廈高層B室,干諾道西139-140號,580,310,18709,堅尼地城西營盤,"分層單位
大廈"
荷李活華庭A座中層G室,皇后大道中268號,1150,615,18699,堅尼地城西營盤,"分層單位
大廈"
文景大廈高層A室,文咸西街9-11號,800,428,18691,堅尼地城西營盤,"分層單位
大廈"
利時大廈中層B室,皇后大道西399-401號,428,229,18689,堅尼地城西營盤,"分層單位
大廈"
宜順大廈低層C室,第二街58-66號,480,257,18677,堅尼地城西營盤,"分層單位
大廈"
興泰大廈高層A室,干諾道西139-140號,578,310,18645,堅尼地城西營盤,"分層單位
大廈"
福滿大廈中層E室,第三街56-72號,698,375,18613,堅尼地城西營盤,"分層單位
大廈"
珍珠閣A座低層3室,卑路乍街13號,808,435,18574,堅尼地城西營盤,"分層單位
大廈"
裕利大廈低層E室,樂古道68號,520,280,18571,堅尼地城西營盤,"分層單位
大廈"
古今閣中層A室,荷李活道209-223號,650,350,18571,堅尼地城西營盤,"分層單位
大廈"
加惠臺2座低層F室,加惠民道29號,860,464,18534,堅尼地城西營盤,"分層單位
大廈"
聚賢逸居中層B室,卑路乍街163號,480,259,18532,堅尼地城西營盤,"分層單位
大廈"
美暉大廈低層E室,士美非路8號,765,413,18523,堅尼地城西營盤,"分層單位
大廈"
展鴻閣高層A室,李寶龍路26號,598,323,18513,堅尼地城西營盤,"分層單位
大廈"
康和花園低層C室,第三街83號,570,308,18506,堅尼地城西營盤,"分層單位
大廈"
隆基大樓低層,卑路乍街46A號,1600,867,18454,堅尼地城西營盤,"相鄰單位
大廈"
榮華閣1座高層B室,榮華臺9-10號,1900,1033,18393,堅尼地城西營盤,"分層單位
大廈"
碧華閣高層1室,德輔道西464-464D號,610,333,18318,堅尼地城西營盤,"分層單位
大廈"
俊賢閣高層A室,加倫臺28號,668,365,18301,堅尼地城西營盤,"分層單位
大廈"
順安大廈高層C室,山市街2號,650,356,18258,堅尼地城西營盤,"分層單位
大廈"
利時大廈中層B室,皇后大道西399-401號,418,229,18253,堅尼地城西營盤,"分層單位
大廈"
荷李活華庭B座中層H室,皇后大道中268號,1380,756,18253,堅尼地城西營盤,"分層單位
大廈"
萬和閣低層B室,文咸東街127號,1200,658,18237,堅尼地城西營盤,"分層單位
大廈"
海怡花園3座中層D室,北街21號,720,395,18227,堅尼地城西營盤,"分層單位
大廈"
麗景大廈中層A室,域多利道80號,1580,867,18223,堅尼地城西營盤,"分層單位
大廈"
寶翠閣A座中層A2室,西祥街2號,680,374,18181,堅尼地城西營盤,"分層單位
大廈"
偉利大廈低層C室,皇后大道中350-368號,620,341,18181,堅尼地城西營盤,"分層單位
大廈"
南生大廈低層A室,卑路乍街86號,820,451,18181,堅尼地城西營盤,"分層單位
大廈"
佳景閣低層E室,山道38號,599,330,18151,堅尼地城西營盤,"分層單位
大廈"
文景大廈高層A室,文咸西街9-11號,388,214,18130,堅尼地城西營盤,"分層單位
大廈"
創業中心A座中層C室,德輔道西402-404號,680,376,18085,堅尼地城西營盤,"分層單位
大廈"
康威花園B座中層2室,新街市街8號,790,437,18077,堅尼地城西營盤,"分層單位
大廈"
昌景閣低層A室,高街26-38號,560,310,18064,堅尼地城西營盤,"分層單位
大廈"
華明中心A座低層4室,皇后大道西421號,540,299,18060,堅尼地城西營盤,"分層單位
大廈"
美菲閣1座中層D室,士美非路43號,670,372,18010,堅尼地城西營盤,"分層單位
大廈"
寶慶大廈低層C室,華寧里1-6號,715,397,18010,堅尼地城西營盤,"分層單位
大廈"
華寶大廈高層E室,新海旁街1號,560,311,18006,堅尼地城西營盤,"分層單位
大廈"
高雅閣中層F室,高街9號,560,311,18006,堅尼地城西營盤,"分層單位
大廈"
富山苑低層C室,山道61-69號,650,361,18005,堅尼地城西營盤,"分層單位
大廈"
寶德大廈低層D室,士美非路85號,620,346,17919,堅尼地城西營盤,"分層單位
大廈"
順昌大廈中層A室,厚和街20-34號,580,324,17901,堅尼地城西營盤,"分層單位
大廈"
康威花園B座高層2室,新街市街8號,780,437,17848,堅尼地城西營盤,"分層單位
大廈"
和發大廈高層F室,皇后大道西533-543號,488,274,17810,堅尼地城西營盤,"分層單位
大廈"
俊賢閣低層A室,加倫臺28號,650,365,17808,堅尼地城西營盤,"分層單位
大廈"
西園永翠閣(1座)高層F室,第二街83號,650,367,17711,堅尼地城西營盤,"分層單位
大廈"
西園永翠閣(1座)低層H室,第二街83號,750,424,17688,堅尼地城西營盤,"分層單位
大廈"
珍珠閣A座低層7室,卑路乍街13號,768,435,17655,堅尼地城西營盤,"分層單位
大廈"
中源中心A座高層7室,皇后大道中328號,590,336,17559,堅尼地城西營盤,"分層單位
大廈"
寶慶大廈中層B室,華寧里1-6號,790,450,17555,堅尼地城西營盤,"分層單位
大廈"
怡豐閣中層D室,第三街101號,768,438,17534,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
瑞華閣高層C室,高街100號,1250,713,17531,堅尼地城西營盤,"分層單位
大廈"
嘉輝花園D座低層3室,士美非路71號,550,314,17515,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
福陞閣低層D室,皇后大道中378號,930,531,17514,堅尼地城西營盤,"分層單位
大廈"
西寧閣低層F室,西寧街35號,830,475,17473,堅尼地城西營盤,"分層單位
大廈"
裕新大廈2座低層A室,第三街89-99號,680,391,17391,堅尼地城西營盤,"分層單位
大廈"
萬和閣高層A室,文咸東街127號,1138,658,17294,堅尼地城西營盤,"分層單位
大廈"
恆陞大樓低層4室,高街48-78號,700,405,17283,堅尼地城西營盤,"分層單位
大廈
平台"
永裕大廈高層B室,文咸西街31-33號,750,435,17241,堅尼地城西營盤,"分層單位
大廈"
山市樓高層C室,山市街10-18號,550,319,17241,堅尼地城西營盤,"分層單位
大廈"
福陞閣低層A室,皇后大道中378號,1200,696,17241,堅尼地城西營盤,"分層單位
大廈"
居仁閣低層B室,居仁里3號,680,395,17215,堅尼地城西營盤,"分層單位
大廈"
亨富閣高層A室,域多利道70號,590,343,17201,堅尼地城西營盤,"分層單位
大廈"
國基大廈低層A室,和合街6-12號,700,407,17199,堅尼地城西營盤,"分層單位
大廈"
普慶閣中層C室,普慶坊10-18號,520,304,17105,堅尼地城西營盤,"分層單位
大廈"
冠華大廈高層D室,皇后大道西420-424號,428,251,17051,堅尼地城西營盤,"分層單位
大廈"
堅城中心中層H室,堅彌地城海旁38號,810,477,16981,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
保基大廈中層D室,保德街6-20號,988,582,16975,堅尼地城西營盤,"分層單位
大廈"
萬邦大廈中層B室(111號),蘇杭街111-115號,550,324,16975,堅尼地城西營盤,"分層單位
大廈"
珍珠閣A座低層6室,卑路乍街13號,670,395,16962,堅尼地城西營盤,"分層單位
大廈"
富裕大廈低層B室,高街53-65號,599,355,16873,堅尼地城西營盤,"分層單位
大廈"
城暉大廈低層A室,堅彌地城海旁27號,800,475,16842,堅尼地城西營盤,"分層單位
大廈"
榮昇閣高層A室,第三街178-180號,550,327,16819,堅尼地城西營盤,"分層單位
大廈"
怡景花園1座中層C室,皇后大道西409號,700,417,16786,堅尼地城西營盤,"分層單位
大廈"
興泰大廈中層B室,干諾道西139-140號,520,310,16774,堅尼地城西營盤,"分層單位
大廈"
華利樓高層C室,皇后大道西210-218號,530,316,16772,堅尼地城西營盤,"分層單位
大廈"
冠華大廈中層A室,皇后大道西420-424號,550,328,16768,堅尼地城西營盤,"分層單位
大廈"
加暉閣中層B室,加倫臺18-22號,668,399,16741,堅尼地城西營盤,"分層單位
大廈"
文華大廈中層E室,文咸東街35-43號,768,460,16695,堅尼地城西營盤,"分層單位
大廈"
光前大廈1座低層B室,德輔道西351號,475,285,16666,堅尼地城西營盤,"分層單位
大廈"
怡景花園2座低層C室,皇后大道西409號,695,417,16666,堅尼地城西營盤,"分層單位
大廈"
裕新大廈1座低層A室,第二街68-80號,870,522,16666,堅尼地城西營盤,"分層單位
大廈"
康威花園A座中層3室,新街市街8號,720,432,16666,堅尼地城西營盤,"分層單位
大廈"
太平大廈中層D室,荷李活道208-214號,800,481,16632,堅尼地城西營盤,"分層單位
大廈"
南生大廈中層B室,卑路乍街86號,750,451,16629,堅尼地城西營盤,"分層單位
大廈"
永祥大廈中層D室,西邊街19-29號,490,295,16610,堅尼地城西營盤,"分層單位
大廈"
南北行大廈中層C室,文咸西街22-28號,800,482,16597,堅尼地城西營盤,"分層單位
大廈"
美菲閣2座高層A室,士美非路43號,650,392,16581,堅尼地城西營盤,"分層單位
大廈"
華寶大廈中層C室,新海旁街1號,515,311,16559,堅尼地城西營盤,"分層單位
大廈"
華冠大廈中層E室,荷李活道181-199號,518,313,16549,堅尼地城西營盤,"分層單位
大廈"
吉利樓高層E室,吉席街9-15號,430,260,16538,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
海景大廈低層G室,干諾道西82-87號,549,332,16536,堅尼地城西營盤,"分層單位
大廈"
高雅大廈低層D室,山道20-24號,550,333,16516,堅尼地城西營盤,"分層單位
大廈"
南昌大廈低層A室,山道48-52號,598,363,16473,堅尼地城西營盤,"分層單位
大廈"
福陞閣低層F室,皇后大道中378號,780,474,16455,堅尼地城西營盤,"分層單位
大廈"
五福大廈A座高層5室,北街4-8號,658,400,16450,堅尼地城西營盤,"分層單位
大廈"
太生大廈低層D室,山市街1A號,480,292,16438,堅尼地城西營盤,"分層單位
大廈"
厚威閣中層A室,厚和街25-33號,580,353,16430,堅尼地城西營盤,"分層單位
大廈"
再輝大廈低層D室,卑路乍街16-18號,928,565,16424,堅尼地城西營盤,"分層單位
大廈"
